IMO,Name of ship,Gross tonnage,Type of ship,Vessel Size,Year of build,Controller,Flag,Class,Last Survey,Russian lifter,Iran Linked?,Re Classed in 2022,Transacted in 2022,Suspicious
9409508,DIANA THERESA,7215,Chemical/Oil Products Tanker,Small Tanker,2009,Christiania Shipping,Norway (NIS) (NIS),NKK,4/6/2019,, , ,,
9363807,JN NEPTUNE,7215,Chemical/Oil Products Tanker,Small Tanker,2007,UNKNOWN,Korea (Republic of) (KOR),KR,31/7/2017,, , ,,
9736638,MAREX NOA,7217,Chemical/Oil Products Tanker,Small Tanker,2015,Uni Tankers,Singapore (SGP),NKK,27/3/2020,, , ,,
9442665,WOOJIN ELVIS,7217,Chemical/Oil Products Tanker,Small Tanker,2009,Woo Jin Shipping,Korea (Republic of) (KOR),KR,22/5/2017,, , ,,
9298973,DELSA,35711,Crude Oil Tanker,Handy,2005,UNKNOWN,Cuba (CUB),LRS,20/2/2020,, , ,,
9289166,ESPERANZA,35711,Crude Oil Tanker,Handy,2005,Pleiades Shipping Agents,Cuba (CUB),#N/A,#N/A,, , ,,
9309241,EVROTAS,35711,Crude Oil Tanker,Handy,2006,Pleiades Shipping Agents,Liberia (LBR),LRS,15/11/2020,, , ,,
9470246,HAEIN HOPE,7218,Chemical/Oil Products Tanker,Small Tanker,2008,UNKNOWN,Korea (Republic of) (KOR),KR,18/7/2018,, , ,,
9307346,LARVIK,35711,Crude Oil Tanker,Handy,2006,PENFIELD MARINE,Bahamas (BHS),LRS,26/1/2021,, , ,,
9566203,GOLDEN CHIE,7219,Chemical/Oil Products Tanker,Small Tanker,2010,Dorval SC,Panama (PAN),NKK,30/5/2020,, , ,,
9323106,ALMATY,7224,Oil Products Tanker,Small Tanker,2005,Kazmortransflot,Kazakhstan (KAZ),#N/A,#N/A,, , ,,
9323091,ASTANA,7224,Oil Products Tanker,Small Tanker,2005,Kazmortransflot,Kazakhstan (KAZ),#N/A,#N/A,, , ,,
9323118,KAZAKHSTAN,7224,Oil Products Tanker,Small Tanker,2005,Kazmortransflot,Kazakhstan (KAZ),#N/A,#N/A,, , ,,
9334612,MAKHAMBET,7224,Oil Products Tanker,Small Tanker,2007,INOK,St Vincent and Grenadines (VCT),BV,9/1/2023,, , ,,
9307334,TAVROPOS,35711,Crude Oil Tanker,Handy,2006,Pleiades Shipping Agents,Liberia (LBR),LRS,15/12/2020,, , ,,
9344459,TK AKTAU,7224,Oil Products Tanker,Small Tanker,2006,Kazmortransflot,Kazakhstan (KAZ),#N/A,#N/A,, , ,,
9298961,VILMA,35711,Crude Oil Tanker,Handy,2005,UNKNOWN,Cuba (CUB),LRS,24/12/2019,, , ,,
9394064,JABBAR HASHIMOV,7226,Oil Products Tanker,Small Tanker,2008,Caspian Shipping,Azerbaijan (AZE),#N/A,#N/A,, , ,,
9470545,STOLT MOMIJI,7228,Chemical/Oil Products Tanker,Small Tanker,2010,Stolt Tankers,Cayman Islands (CYM),LRS,18/11/2020,, , ,,
9432969,STOLT SAKURA,7228,Chemical/Oil Products Tanker,Small Tanker,2010,Stolt Tankers,Cayman Islands (CYM),LRS,26/8/2020,, , ,,
9289178,XANTHOS,35711,Crude Oil Tanker,Handy,2005,Maersk Tankers,Liberia (LBR),LRS,13/11/2019,, , ,,
9347748,ERRIA SWAN,7232,Chemical/Oil Products Tanker,Small Tanker,2006,UNKNOWN,Denmark (DIS) (DIS),ABS,4/5/2021,, , ,,
9513440,DAN CISNE,36303,Crude Oil Tanker,Handy,2011,Petrobras,Denmark (DIS) (DIS),NV,29/9/2016,, , ,,
9371804,MONA SWAN,7232,Chemical/Oil Products Tanker,Small Tanker,2006,UNKNOWN,Denmark (DIS) (DIS),ABS,12/11/2021,, , ,,
9513438,DAN SABIA,36303,Crude Oil Tanker,Handy,2012,Petrobras,Denmark (DIS) (DIS),NV,14/1/2017,, , ,,
9301732,ICE ENERGY,38832,Crude Oil Tanker,Handy,2006,PANAMAX INTERNATIONAL,Liberia (LBR),ABS,10/4/2016,, , ,,
9333656,ICE FIGHTER,38832,Crude Oil Tanker,Handy,2006,PANAMAX INTERNATIONAL,Liberia (LBR),ABS,27/9/2016,, , ,,
9301744,ICE VICTORY,38832,Crude Oil Tanker,Handy,2006,PANAMAX INTERNATIONAL,Liberia (LBR),ABS,4/7/2016,, , ,,
9280354,COMMANDER,38833,Crude Oil Tanker,Handy,2004,PANAMAX INTERNATIONAL,Liberia (LBR),ABS,9/9/2022,, , ,,
9280366,CONFIDENCE,38833,Crude Oil Tanker,Handy,2004,Dynacom Tankers,Liberia (LBR),ABS,29/12/2022,, , ,,
9297436,FELICITY,38842,Crude Oil Tanker,Handy,2005,Dynacom Tankers,Liberia (LBR),BV,2/3/2020,, , ,,
9288019,PEACE HILL,38842,Crude Oil Tanker,Handy,2005,Sinopec,"Hong Kong, China (HKG)",LRS,28/6/2019,, , ,,
9297448,XIN TONG ZHOU,38842,Crude Oil Tanker,Handy,2005,COSCO SHIPPING ENERGY (CSET),China Peoples's Republic (CHN),CCS,17/8/2020,, , ,,
9252187,OREO,39272,Crude Oil Tanker,Handy,2002,NGM Energy,Panama (PAN),LRS,12/2/2018,, , ,,
9176773,ANGEL,39283,Crude Oil Tanker,Handy,2000,ELETSON,Tanzania (TZA),BV,15/4/2020,, , ,,
9909950,ZHONG YOU HUA YUAN 18,39291,Crude Oil Tanker,Handy,2020,UNKNOWN,China Peoples's Republic (CHN),#N/A,#N/A,, , ,,
9266774,EVER VICTORY,39307,Crude Oil Tanker,Handy,2005,Winson Shipping,Tuvalu (TUV),NKK,10/9/2020,, , ,,
9403891,TASING SWAN,7232,Chemical/Oil Products Tanker,Small Tanker,2007,UNKNOWN,Denmark (DIS) (DIS),ABS,8/5/2017,, , ,,
9266762,JUNIOR G,39307,Crude Oil Tanker,Handy,2005,IMS,Liberia (LBR),BV,31/8/2016,, , ,YES,
9736626,GOLDEN ACE,7233,Chemical/Oil Products Tanker,Small Tanker,2015,Dorval SC,"Hong Kong, China (HKG)",NKK,22/5/2020,, , ,,
9792163,GOLDEN ALTAIR,7234,Chemical/Oil Products Tanker,Small Tanker,2016,ENEOS (Formerly JX),Panama (PAN),NKK,28/9/2016,, , ,,
9266750,YONG XING SHUN HANG,39307,Crude Oil Tanker,Handy,2004,YONG XING HONG KONG SHIPPING,Panama (PAN),NKK,1/3/2020,,YES, ,,YES
9804033,YURIY KUCHIEV,39594,Crude Oil Tanker,Handy,2019,Dynacom Tankers,Cyprus (CYP),BV,28/8/2019,, , ,,
9790799,BEI HAI FEN JIN,39618,Crude Oil Tanker,Handy,2017,Shanghai North Sea Shipping,China Peoples's Republic (CHN),CCS,28/7/2017,, , ,,
9750476,GOLDEN PROCYON,7234,Chemical/Oil Products Tanker,Small Tanker,2015,UNKNOWN,Panama (PAN),NKK,20/11/2020,, , ,,
9303273,DAESAN CHEMI,7240,Chemical/Oil Products Tanker,Small Tanker,2004,UNKNOWN,Korea (Republic of) (KOR),KR,23/3/2019,, , ,,
9477555,STOLT AJISAI,7242,Chemical/Oil Products Tanker,Small Tanker,2011,Stolt Tankers,Cayman Islands (CYM),LRS,8/6/2016,, , ,,
9477543,STOLT TSUBAKI,7242,Chemical/Oil Products Tanker,Small Tanker,2011,Stolt Tankers,Cayman Islands (CYM),LRS,13/4/2016,, , ,,
9805130,GOLDEN LEADER,7243,Chemical/Oil Products Tanker,Small Tanker,2017,Dorval SC,Panama (PAN),NKK,16/6/2017,, , ,,
9474450,BISCAY,7244,Chemical/Oil Products Tanker,Small Tanker,2008,Alba Tankers,Denmark (DIS) (DIS),BV,17/11/2018,, , ,,
9424223,NYALA,7244,Oil Products Tanker,Small Tanker,2007,UNKNOWN,St.Kitts and Nevis (KNA),BV,23/10/2017,, , ,,
9411927,ALANGOVA,7246,Chemical/Oil Products Tanker,Small Tanker,2008,UNKNOWN,Turkey (TUR),BV,23/8/2017,, , ,,
9713014,ASP SUNRISE,7247,Chemical Tanker,Small Tanker,2014,Maersk Tankers,Panama (PAN),BV,27/9/2022,, , ,,
9514195,ABC IRIS,7248,Chemical/Oil Products Tanker,Small Tanker,2010,UNKNOWN,Panama (PAN),ABS,23/9/2020,, , ,,
9427421,GRACE HARMONY,7248,Chemical/Oil Products Tanker,Small Tanker,2009,Bahari Nusantara,Indonesia (IDN),ABS,31/5/2019,, , ,,
9819911,GOLDEN WAVE,7250,Chemical/Oil Products Tanker,Small Tanker,2019,Dorval SC,Panama (PAN),NKK,7/6/2019,, , ,,
9790787,BEI HAI KAI TUO,39618,Crude Oil Tanker,Handy,2017,Shanghai North Sea Shipping,China Peoples's Republic (CHN),CCS,10/5/2017,, , ,,
9846029,YUAN AN HU,39828,Crude Oil Tanker,Handy,2020,COSCO SHIPPING ENERGY (CSET),China Peoples's Republic (CHN),CCS,23/6/2020,, , ,,
9846017,YUAN ZHANG HU,39828,Crude Oil Tanker,Handy,2020,COSCO SHIPPING ENERGY (CSET),China Peoples's Republic (CHN),CCS,8/4/2020,, , ,,
9817315,BORIS SOKOLOV,39982,Crude Oil Tanker,Handy,2018,Dynacom Tankers,Cyprus (CYP),BV,10/12/2018,, , ,,
9262194,THEO T,40013,Crude Oil Tanker,Handy,2003,PENFIELD MARINE,Bahamas (BHS),BV,10/10/2018,, , ,,
9189110,NIKA RUBY,40037,Crude Oil Tanker,Panamax,2000,CLARA SHIPPING LLC,Panama (PAN),LRS,23/9/2020,,YES, ,,YES
9257503,PARINE,40037,Crude Oil Tanker,Panamax,2003,AL ANCHOR SHIP MANAGEMENT FZE,Barbados (BRB),BV,23/2/2019,,YES, ,,YES
9257498,PRESTIGIOUS WD,40037,Crude Oil Tanker,Panamax,2003,Coral Shipping Corp,Marshall Islands (MHL),NV,14/4/2018,, , ,,
9189134,RED SEA II,40037,Crude Oil Tanker,Panamax,2000,AURORA SHIP MANAGEMENT FZE,Liberia (LBR),LRS,30/9/2015,, , ,,
9930832,GOLDEN AXIS,7251,Chemical/Oil Products Tanker,Small Tanker,2022,Dorval SC,Panama (PAN),NKK,28/12/2022,, , ,,
9275737,CABO SOUNION,40038,Crude Oil Tanker,Panamax,2004,PANAMAX INTERNATIONAL,Argentina (ARG),LRS,19/1/2019,, , ,,
9306562,DHONOUSSA,40038,Crude Oil Tanker,Panamax,2005,NAVIG8,Greece (GRC),LRS,4/8/2020,, , ,,
9306574,POLYAIGOS,40085,Crude Oil Tanker,Panamax,2005,Trafigura,Greece (GRC),LRS,16/12/2015,, , ,,
9319545,STROFADES,40085,Crude Oil Tanker,Panamax,2006,Trafigura,Greece (GRC),LRS,28/11/2015,, , ,,
9881067,GOLDEN MIND,7251,Chemical/Oil Products Tanker,Small Tanker,2020,UNKNOWN,Panama (PAN),NKK,30/6/2020,, , ,,
9232620,PIONEER SAM,40343,Crude Oil Tanker,Panamax,2002,TANKERS OCEAN SHIPMANAGEMENT,Palau (Republic of) (PLW),KR,24/5/2017,,YES, ,,YES
9232591,ULTIMATE,40343,Crude Oil Tanker,Panamax,2002,PANAMAX INTERNATIONAL,Nigeria (NGA),LRS,2/12/2016,, , ,,
9308998,CHEMTRANS POLARIS,40682,Crude Oil Tanker,Panamax,2005,PENFIELD MARINE,Liberia (LBR),LRS,10/11/2020,, , ,,
9881079,GOLDEN PRELUDE,7251,Chemical/Oil Products Tanker,Small Tanker,2021,Dorval SC,Liberia (LBR),NKK,24/8/2021,, , ,,
9283629,MELANIA,40690,Crude Oil Tanker,Panamax,2004,Akron Trade & Transport,Liberia (LBR),NKK,6/9/2019,, , ,,
9282625,PGC COMPANION,40690,Crude Oil Tanker,Panamax,2005,PENFIELD MARINE,Bahamas (BHS),NKK,10/7/2020,, , ,,
9283617,PGC IKAROS,40690,Crude Oil Tanker,Panamax,2004,PENFIELD MARINE,Bahamas (BHS),NKK,22/10/2019,, , ,YES,
9299563,PGC MARINA,40690,Crude Oil Tanker,Panamax,2005,PENFIELD MARINE,Bahamas (BHS),NKK,12/10/2020,, , ,,
9309007,CHEMTRANS SATURN,40698,Crude Oil Tanker,Panamax,2006,LITASCO,Liberia (LBR),ABS,1/5/2016,, , ,,
9256236,CATALINA,40763,Crude Oil Tanker,Panamax,2003,Zenith Shipping LP,Liberia (LBR),LRS,2/2/2018,, , ,,
9270488,CHEMTRANS MOON,40763,Crude Oil Tanker,Panamax,2004,PENFIELD MARINE,Liberia (LBR),LRS,26/3/2019,, , ,,
9270490,CHEMTRANS SEA,40763,Crude Oil Tanker,Panamax,2004,PENFIELD MARINE,Liberia (LBR),LRS,2/8/2019,, , ,,
9256248,TELLURIDE,40763,Crude Oil Tanker,Panamax,2003,TELLURIDE SHIPPING LP,Marshall Islands (MHL),LRS,21/4/2018,, , ,,
9776236,TIAN HE ZUO,40779,Crude Oil Tanker,Panamax,2017,COSCO SHIPPING ENERGY (CSET),China Peoples's Republic (CHN),CCS,28/3/2017,, , ,,
9747364,TIAN HONG ZUO,40779,Crude Oil Tanker,Panamax,2016,COSCO SHIPPING ENERGY (CSET),China Peoples's Republic (CHN),CCS,2/9/2016,, , ,,
9829784,MOSTRAUM,7256,Chemical/Oil Products Tanker,Small Tanker,2019,Utkilen,Norway (NIS) (NIS),NV,27/6/2019,, , ,,
9747376,TIAN YING ZUO,40779,Crude Oil Tanker,Panamax,2016,COSCO SHIPPING ENERGY (CSET),China Peoples's Republic (CHN),CCS,29/11/2016,, , ,,
9334571,TWO MILLION WAYS,40865,Crude Oil Tanker,Panamax,2008,HAFNIA,Cyprus (CYP),LRS,12/2/2018,, , ,,
9308974,LIAN AN HU,40996,Crude Oil Tanker,Panamax,2005,COSCO SHIPPING ENERGY (CSET),China Peoples's Republic (CHN),CCS,9/5/2020,, , ,,
9308962,LIAN PING HU,40996,Crude Oil Tanker,Panamax,2005,COSCO SHIPPING ENERGY (CSET),China Peoples's Republic (CHN),CCS,31/12/2019,, , ,,
9308986,LIAN SHUN HU,40996,Crude Oil Tanker,Panamax,2005,COSCO SHIPPING ENERGY (CSET),China Peoples's Republic (CHN),CCS,20/7/2020,, , ,,
9286023,BEKS WIND,41526,Crude Oil Tanker,Panamax,2004,ELETSON,Liberia (LBR),LRS,28/12/2019,YES, , ,YES,YES
9854466,SALTSTRAUM,7256,Chemical/Oil Products Tanker,Small Tanker,2020,Utkilen,Norway (NIS) (NIS),NV,3/6/2020,, , ,,
9282998,LILA ALABAMA,41526,Crude Oil Tanker,Panamax,2004,HEIDMAR,Liberia (LBR),LRS,19/6/2019,, , ,YES,
9274094,CHEMTRANS NAOS,41583,Crude Oil Tanker,Panamax,2006,PENFIELD MARINE,Marshall Islands (MHL),LRS,14/2/2016,, , ,,
9295036,CHEMTRANS TAURUS,41589,Crude Oil Tanker,Panamax,2006,Chemikalien Seetransport,Cyprus (CYP),LRS,16/6/2016,, , ,,
9854478,SYDSTRAUM,7256,Chemical/Oil Products Tanker,Small Tanker,2020,Utkilen,Norway (NIS) (NIS),NV,6/8/2020,, , ,,
9829796,VIKSTRAUM,7256,Chemical/Oil Products Tanker,Small Tanker,2019,Utkilen,Norway (NIS) (NIS),NV,11/10/2019,, , ,,
9431886,ASKARA,7260,Chemical/Oil Products Tanker,Small Tanker,2008,UNKNOWN,Malta (MLT),BV,4/6/2016,, , ,,
9447029,BASAT,7260,Chemical/Oil Products Tanker,Small Tanker,2008,UNKNOWN,Malta (MLT),BV,3/8/2018,, , ,,
9447031,CESTENI,7260,Chemical/Oil Products Tanker,Small Tanker,2008,UNKNOWN,Malta (MLT),BV,18/8/2018,, , ,,
9447043,HULIN,7260,Chemical/Oil Products Tanker,Small Tanker,2008,UNKNOWN,Malta (MLT),BV,9/9/2018,, , ,,
9447055,MANAS,7260,Chemical/Oil Products Tanker,Small Tanker,2008,UNKNOWN,Malta (MLT),BV,22/9/2017,, , ,,
9255933,DAISY 2,41589,Crude Oil Tanker,Panamax,2004,FINIAS SHIPPING INC,Panama (PAN),NV,16/5/2019,,YES, ,,YES
9447067,SELENKA,7260,Chemical/Oil Products Tanker,Small Tanker,2009,UNKNOWN,Malta (MLT),BV,18/5/2019,, , ,,
9255945,DIAMOND,41596,Crude Oil Tanker,Panamax,2004,AQUATOR MARINE CORP,Tanzania (TZA),BV,13/7/2019,YES,YES, ,,YES
9548160,JM SUTERA 6,7267,Oil Products Tanker,Small Tanker,2010,UNKNOWN,Malaysia (MYS),BV,5/9/2019,, , ,,
9548158,SHI XIN FENG,7267,Oil Products Tanker,Small Tanker,2010,UNKNOWN,China Peoples's Republic (CHN),CCS,14/3/2020,, , ,,
9418810,T. CAROLINE,7273,Chemical/Oil Products Tanker,Small Tanker,2009,UNKNOWN,Turkey (TUR),ABS,30/6/2019,, , ,,
9748710,SIGAIA THERESA,7280,Chemical/Oil Products Tanker,Small Tanker,2015,Christiania Shipping,Norway (NIS) (NIS),NKK,6/11/2020,, , ,,
9382982,CHANTAL,41676,Crude Oil Tanker,Panamax,2009,FLOPEC,Liberia (LBR),ABS,19/9/2019,, , ,,
9382968,SALAMINA,41676,Crude Oil Tanker,Panamax,2009,FLOPEC,Liberia (LBR),ABS,26/4/2019,, , ,,
9388297,SELECAO,41676,Crude Oil Tanker,Panamax,2008,FLOPEC,Liberia (LBR),ABS,3/3/2018,, , ,,
9382956,SELINI,41676,Crude Oil Tanker,Panamax,2009,FLOPEC,Liberia (LBR),ABS,30/1/2019,, , ,,
9343742,CAMELIA,7283,Chemical/Oil Products Tanker,Small Tanker,2007,UNKNOWN,Singapore (SGP),NKK,9/4/2017,, , ,,
9390692,SOCRATES,41676,Crude Oil Tanker,Panamax,2008,PANAMAX INTERNATIONAL,Liberia (LBR),ABS,30/3/2018,, , ,,
9382970,WORLD HARMONY,41676,Crude Oil Tanker,Panamax,2009,FLOPEC,Liberia (LBR),ABS,9/7/2019,, , ,,
9379961,ALPINE PERSEFONE,41696,Crude Oil Tanker,Panamax,2008,Trafigura,Liberia (LBR),NV,21/6/2018,, , ,,
9379301,SCYLLA,41696,Crude Oil Tanker,Panamax,2008,FRACTAL,Panama (PAN),NV,31/5/2018,YES, , ,YES,YES
9488700,CAPRIOLE,7284,Chemical/Oil Products Tanker,Small Tanker,2008,Hong Lam Marine,Malaysia (MYS),BV,29/6/2018,, , ,,
9493042,CONSTANCY,7284,Chemical/Oil Products Tanker,Small Tanker,2008,Hong Lam Marine,Malaysia (MYS),BV,10/8/2018,, , ,,
9218181,TOMIE,41841,Crude Oil Tanker,Panamax,2000,SAFETY SHIP MANAGEMENT LTD,Palau (Republic of) (PLW),RINA,21/1/2020,,YES, ,,YES
9505390,METRO MARITIM III,7284,Chemical/Oil Products Tanker,Small Tanker,2008,UNKNOWN,Indonesia (IDN),BV,2/11/2018,, , ,,
9343754,NSH SINGAPORE,7284,Chemical/Oil Products Tanker,Small Tanker,2007,UNKNOWN,Panama (PAN),NKK,6/9/2017,, , ,,
9505388,VERITY,7284,Chemical/Oil Products Tanker,Small Tanker,2008,Hong Lam Marine,Malaysia (MYS),BV,17/10/2018,, , ,,
9781097,SUN TRITON,7287,Chemical/Oil Products Tanker,Small Tanker,2017,SU Navigation,Panama (PAN),NKK,27/4/2017,, , ,,
9873254,SUN IRIS,7294,Chemical/Oil Products Tanker,Small Tanker,2020,SU Navigation,Panama (PAN),NKK,24/6/2020,, , ,,
9252943,ELAN VITAL,41913,Crude Oil Tanker,Panamax,2003,Product Shipping & Trading,Marshall Islands (MHL),BV,21/9/2016,, , ,,
9252955,PLUTUS,41913,Crude Oil Tanker,Panamax,2003,Product Shipping & Trading,Panama (PAN),BV,18/5/2019,, , ,YES,
9330355,AMALIA,41966,Crude Oil Tanker,Panamax,2006,NAVIG8,Liberia (LBR),ABS,31/10/2016,YES, , ,YES,YES
9837573,SUN JUPITER,7294,Chemical/Oil Products Tanker,Small Tanker,2019,SU Navigation,Panama (PAN),NKK,3/6/2019,, , ,,
9298313,ATHENS STAR,41966,Crude Oil Tanker,Panamax,2005,PENFIELD MARINE,Isle of Man (IMN),LRS,24/12/2015,, , ,,
9942847,SUN NEPTUNE,7294,Chemical/Oil Products Tanker,Small Tanker,2022,SU Navigation,Panama (PAN),NKK,6/7/2022,, , ,,
9773167,GOLDEN VEGA,7301,Chemical/Oil Products Tanker,Small Tanker,2016,Stolt Tankers,Panama (PAN),NKK,14/6/2016,, , ,,
9432866,KATTEGAT,7311,Chemical/Oil Products Tanker,Small Tanker,2008,Alba Tankers,Denmark (DIS) (DIS),NV,23/7/2018,, , ,,
9372652,TARNBRIS,7315,Chemical/Oil Products Tanker,Small Tanker,2007,Terntank,Denmark (DIS) (DIS),NV,10/6/2017,, , ,,
9298325,HAMBURG STAR,41966,Crude Oil Tanker,Panamax,2005,PENFIELD MARINE,Liberia (LBR),LRS,12/11/2015,, , ,,
9330343,LONDON STAR,41966,Crude Oil Tanker,Panamax,2006,PENFIELD MARINE,Liberia (LBR),LRS,23/8/2016,, , ,,
9499838,T. GONUL,7318,Chemical/Oil Products Tanker,Small Tanker,2009,UNKNOWN,Turkey (TUR),NV,11/2/2019,, , ,,
9499826,T. SEVGI,7318,Chemical/Oil Products Tanker,Small Tanker,2008,UNKNOWN,Turkey (TUR),NV,9/1/2019,, , ,,
9298284,CHEMTRANS ADRIATIC,41994,Crude Oil Tanker,Panamax,2005,HAFNIA,Cyprus (CYP),LRS,16/6/2020,, , ,,
9298296,CHEMTRANS ARCTIC,41994,Crude Oil Tanker,Panamax,2005,HAFNIA,Cyprus (CYP),LRS,24/9/2020,, , ,,
9562829,GLOBAL IRIS,7321,Chemical/Oil Products Tanker,Small Tanker,2009,Global Marine Service,Panama (PAN),NKK,7/12/2019,, , ,,
9451214,MELIGUNIS M,7321,Chemical/Oil Products Tanker,Small Tanker,2008,UNKNOWN,Italy (ITA),RINA,22/10/2018,, , ,,
9298301,CHEMTRANS BALTIC,41994,Crude Oil Tanker,Panamax,2005,HAFNIA,Cyprus (CYP),LRS,20/11/2020,, , ,,
9369978,SALINA,7321,Chemical/Oil Products Tanker,Small Tanker,2008,AMA Marine,Thailand (THA),BV,20/2/2021,, , ,,
9425356,TERNVIND,7321,Chemical/Oil Products Tanker,Small Tanker,2008,Terntank,Denmark (DIS) (DIS),NV,3/9/2017,, , ,,
9451226,ALI KA,7324,Chemical/Oil Products Tanker,Small Tanker,2020,UNKNOWN,Malta (MLT),BV,23/11/2020,, , ,,
9613616,YELENA,7328,Chemical/Oil Products Tanker,Small Tanker,2011,KOYO KAIUN,Panama (PAN),NKK,23/4/2016,, , ,,
9298272,CHEMTRANS OCEANIC,41994,Crude Oil Tanker,Panamax,2005,HAFNIA,Cyprus (CYP),LRS,21/5/2020,, , ,,
9624548,ZOEY,7328,Chemical/Oil Products Tanker,Small Tanker,2011,KOYO KAIUN,Panama (PAN),NKK,13/9/2016,, , ,,
9308089,CONQUEST,41994,Crude Oil Tanker,Panamax,2006,PENFIELD MARINE,Marshall Islands (MHL),LRS,1/8/2020,, , ,,
9576909,DL AMBER,7333,Chemical/Oil Products Tanker,Small Tanker,2010,Donglim Tanker,Korea (Republic of) (KOR),KR,4/8/2020,, , ,,
9354181,SUNRISE WARRIOR,7341,Chemical/Oil Products Tanker,Small Tanker,2006,Bahari Nusantara,Indonesia (IDN),NKK,1/7/2016,, , ,,
9308091,CONSTELLATION,41994,Crude Oil Tanker,Panamax,2006,PENFIELD MARINE,Marshall Islands (MHL),LRS,13/11/2020,, , ,,
9300544,ROSEANNE,7353,Chemical/Oil Products Tanker,Small Tanker,2003,KOYO KAIUN,Panama (PAN),NKK,30/11/2018,, , ,,
9374856,ALORA,42010,Crude Oil Tanker,Panamax,2007,NAVIG8,Singapore (SGP),ABS,31/3/2017,, , ,,
9351464,ARIANE,42010,Crude Oil Tanker,Panamax,2007,NAVIG8,Liberia (LBR),ABS,25/3/2018,, , ,,
9372858,CHEMTRANS CANCALE,42010,Crude Oil Tanker,Panamax,2007,PENFIELD MARINE,Liberia (LBR),BV,20/10/2017,, , ,,
9266229,NOLOWATI III,7361,Chemical/Oil Products Tanker,Small Tanker,2002,BERLIAN LAJU TANKER,Indonesia (IDN),NKK,29/11/2017,, , ,,
9406910,CONSTANTINOS,42010,Crude Oil Tanker,Panamax,2009,Dynacom Tankers,Liberia (LBR),ABS,22/7/2019,, , ,,
9284386,FAIR SKIES,42010,Crude Oil Tanker,Panamax,2007,COSCO SHIPPING ENERGY (CSET),Marshall Islands (MHL),ABS,1/6/2017,, , ,,
9327009,FAIR WINDS,42010,Crude Oil Tanker,Panamax,2007,NAVIG8,Marshall Islands (MHL),ABS,23/9/2017,, , ,,
9351414,HELLESPONT PRIDE,42010,Crude Oil Tanker,Panamax,2006,PENFIELD MARINE,Isle of Man (IMN),ABS,9/10/2016,, , ,,
9351426,HELLESPONT PROGRESS,42010,Crude Oil Tanker,Panamax,2006,PENFIELD MARINE,Isle of Man (IMN),ABS,22/6/2016,, , ,,
9488839,ASTREA,7366,Chemical/Oil Products Tanker,Small Tanker,2010,SIRIUS REDERI,Sweden (SWE),BV,3/9/2020,, , ,,
9852286,BAY SPIRIT,7368,Chemical/Oil Products Tanker,Small Tanker,2019,UNKNOWN,Liberia (LBR),NKK,12/2/2019,, , ,,
9221669,MARIGOLD,7373,Chemical/Oil Products Tanker,Small Tanker,2000,Jeil International,Korea (Republic of) (KOR),KR,7/2/2020,, , ,,
9351438,HELLESPONT PROMISE,42010,Crude Oil Tanker,Panamax,2007,PENFIELD MARINE,Isle of Man (IMN),ABS,5/4/2017,, , ,,
9351452,HELLESPONT PROTECTOR,42010,Crude Oil Tanker,Panamax,2007,PENFIELD MARINE,Isle of Man (IMN),ABS,20/1/2018,, , ,,
9417751,LIA,42010,Crude Oil Tanker,Panamax,2008,Trafigura,Liberia (LBR),ABS,4/1/2019,, , ,,
9307085,LR1 AMBASSADOR,42010,Crude Oil Tanker,Panamax,2007,PENFIELD MARINE,Liberia (LBR),RINA,15/9/2018,, , ,,
9520027,CHANG AN 1,7384,Chemical/Oil Products Tanker,Small Tanker,2008,Chang An Ship Management,Panama (PAN),BV,6/11/2016,, , ,,
9888637,SHOKO,7387,Chemical/Oil Products Tanker,Small Tanker,2020,UNKNOWN,Panama (PAN),NKK,7/8/2020,, , ,,
9876543,XIN RUN 19,7389,Oil Products Tanker,Small Tanker,2018,Rongsheng,China Peoples's Republic (CHN),#N/A,#N/A,, , ,,
9415002,DM DRAGON,7411,Chemical/Oil Products Tanker,Small Tanker,2008,DM Shipping,Korea (Republic of) (KOR),KR,10/2/2018,, , ,,
9307102,LR1 CARRIER,42010,Crude Oil Tanker,Panamax,2007,PENFIELD MARINE,Liberia (LBR),RINA,15/9/2018,, , ,,
9515292,DS COUGAR,7411,Chemical/Oil Products Tanker,Small Tanker,2009,DM Shipping,Korea (Republic of) (KOR),KR,10/10/2019,, , ,,
9307920,LR1 CHARM,42010,Crude Oil Tanker,Panamax,2008,EBONY SHIP MANAGEMENT PTE LTD,Liberia (LBR),ABS,19/1/2018,, , ,,
9415014,TONG YOUNG,7411,Chemical/Oil Products Tanker,Small Tanker,2008,Jeil International,Korea (Republic of) (KOR),KR,20/2/2018,, , ,,
9515319,XING TONG 719,7415,Chemical/Oil Products Tanker,Small Tanker,2011,Xingtong Shipping,China Peoples's Republic (CHN),CCS,13/11/2020,, , ,,
9407847,MAISTROS,42010,Crude Oil Tanker,Panamax,2009,Dynacom Tankers,Liberia (LBR),ABS,18/9/2019,YES, , ,,
9407823,MELTEMI,42010,Crude Oil Tanker,Panamax,2009,OQ TRADING,Liberia (LBR),ABS,2/1/2020,, , ,,
9567752,FIRST LION,7424,Chemical/Oil Products Tanker,Small Tanker,2011,UNKNOWN,Singapore (SGP),NKK,18/5/2016,, , ,,
